AFFGEOID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP,Shape,Shape.STArea(),Shape.STLength()
0500000US42029,42,PENNSYLVANIA,PA,Chester,42029,"Chester County, Pennsylvania",750.51304756,506422.0,0.0,194095.0,414.0,185306.0,768.0,34936.0,2052.0,17399.0,844.0,42323.0,465.0,24393.0,963.0,69406.0,49.0,121826.0,39.0,39403.0,1194.0,10851.0,603.2,94971.0,250.0,12602.0,922.7,18388.0,837.5,5311.0,415.0,2225.0,310.9,9279.0,547.0,14594.0,1038.0,7.1,0.4,6.3,0.3,42323.0,465.0,7.2,0.3,13.7,0.1,24.1,0.0,7.9,0.2,5.9,0.3,18.8,0.0,2.6,0.2,9.5,0.4,2.7,0.2,1.2,0.2,5.0,0.3,2.9,0.2,0.0303,0.1212,0.0,0.0758,0.2273,0.0,0.0303,0.9848,0.0,0.0758,1.0909,0.0758,0.8485,0.9545,1.803,0.9394,0.8939,0.1212,0.6061,0.0758,0.4697,2.1667,0.303,5.2879,0.1212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40648.0,1821.0,8.1,0.4,514470.0,"(-75.74844217526977, 39.973059535643024)",0.20737140483496666,2.627970735855192
0500000US42033,42,PENNSYLVANIA,PA,Clearfield,42033,"Clearfield County, Pennsylvania",1144.72210654,81472.0,0.0,38594.0,225.0,31863.0,492.0,11404.0,870.0,3285.0,309.0,21102.0,525.0,7580.0,399.0,14739.0,47.0,15651.0,99.0,12349.0,481.0,2329.0,329.5,5188.0,32.0,742.0,212.8,1197.0,156.3,4855.0,296.0,226.0,82.3,2510.0,295.0,5117.0,437.0,15.0,1.1,8.7,0.8,21102.0,525.0,12.8,0.7,18.1,0.1,19.2,0.1,16.1,0.6,7.3,1.0,6.4,0.0,1.0,0.3,3.1,0.4,12.6,0.8,0.7,0.3,7.9,0.9,6.3,0.5,0.7727,0.8182,0.9545,0.697,3.2424,0.9545,0.5,0.1818,0.697,0.3333,1.7121,0.2576,0.4242,0.6515,1.0758,0.5909,0.4091,0.7879,0.1667,0.5,0.8485,2.7121,0.6212,8.7424,0.8182,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7838.0,644.0,10.2,0.8,78348.0,"(-78.47412826234465, 41.0001673891877)",0.31989255412977385,2.8197389196591036
0500000US42043,42,PENNSYLVANIA,PA,Dauphin,42043,"Dauphin County, Pennsylvania",525.05748933,269946.0,0.0,121125.0,325.0,109027.0,831.0,36145.0,2073.0,10609.0,740.0,29536.0,504.0,20914.0,1046.0,39002.0,53.0,61433.0,40.0,34494.0,1166.0,11499.0,775.7,83802.0,278.0,5421.0,674.2,12937.0,683.1,3637.0,367.0,1382.0,279.5,11270.0,666.0,7065.0,658.0,13.6,0.8,7.5,0.5,29536.0,504.0,11.3,0.6,14.4,0.1,22.8,0.0,13.0,0.4,10.5,0.7,31.0,0.1,2.1,0.3,10.7,0.6,3.0,0.3,1.3,0.3,10.3,0.6,2.6,0.2,0.5606,0.4242,0.1515,0.4697,1.6061,0.3182,0.0606,0.8485,0.2424,0.9697,2.1212,0.5758,0.9848,0.9091,1.8939,0.9697,0.9242,0.1364,0.697,0.8485,0.3939,3.0,0.7879,8.6212,0.7424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,26627.0,1425.0,10.0,0.5,346878.0,"(-76.77945816517027, 40.415452038507865)",0.1534070375152602,2.0186125456831823
0500000US42049,42,PENNSYLVANIA,PA,Erie,42049,"Erie County, Pennsylvania",799.21166386,280132.0,0.0,119506.0,319.0,109700.0,776.0,44743.0,2190.0,11934.0,653.0,24505.0,429.0,17813.0,901.0,42171.0,33.0,62225.0,26.0,41017.0,1281.0,10997.0,611.9,39533.0,170.0,3235.0,391.8,8835.0,606.7,6766.0,440.0,1381.0,240.0,12542.0,556.0,12572.0,733.0,16.7,0.8,8.5,0.4,24505.0,429.0,9.6,0.5,15.1,0.1,22.2,0.0,14.9,0.5,10.0,0.6,14.1,0.1,1.2,0.1,7.4,0.5,5.7,0.4,1.3,0.2,11.4,0.5,4.5,0.3,0.9091,0.7576,0.4697,0.197,2.3333,0.6061,0.1212,0.7576,0.4697,0.9242,2.2727,0.697,0.7576,0.7121,1.4697,0.7121,0.8333,0.3636,0.6818,0.9545,0.697,3.5303,0.9697,9.6061,0.9091,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,24535.0,1079.0,8.9,0.4,305104.0,"(-80.03281611562211, 41.9925902845184)",0.22786299648147365,2.5048437112623545
0500000US42059,42,PENNSYLVANIA,PA,Greene,42059,"Greene County, Pennsylvania",575.9487063,38171.0,0.0,16440.0,207.0,14383.0,361.0,4917.0,581.0,1019.0,161.0,22847.0,934.0,3858.0,300.0,6192.0,48.0,7312.0,40.0,6464.0,432.0,1124.0,199.8,3087.0,350.0,129.0,94.4,446.0,120.0,2673.0,231.0,68.0,27.5,1144.0,191.0,4337.0,479.0,14.5,1.7,6.4,1.0,22847.0,934.0,14.3,1.1,16.2,0.1,19.2,0.1,18.6,1.2,7.8,1.4,8.1,0.9,0.4,0.3,2.7,0.7,16.3,1.4,0.5,0.2,8.0,1.3,11.4,1.3,0.6818,0.1364,0.803,0.8182,2.4394,0.6515,0.2576,0.1515,0.9545,0.4697,1.8333,0.3485,0.5606,0.3182,0.8788,0.4394,0.2576,0.9545,0.0606,0.5152,0.9697,2.7576,0.6667,7.9091,0.6212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,3098.0,352.0,8.9,1.0,36091.0,"(-80.22292109469173, 39.8538346596786)",0.15751276766685957,1.991992493076113
0500000US42063,42,PENNSYLVANIA,PA,Indiana,42063,"Indiana County, Pennsylvania",827.03033496,88301.0,0.0,38352.0,254.0,34398.0,487.0,14223.0,935.0,3632.0,388.0,23577.0,796.0,6416.0,435.0,14347.0,46.0,16366.0,39.0,11792.0,597.0,1913.0,254.1,5316.0,46.0,613.0,152.9,2970.0,404.7,4541.0,293.0,511.0,156.3,2970.0,329.0,5555.0,589.0,17.2,1.1,8.5,0.9,23577.0,796.0,11.4,0.8,16.2,0.1,18.5,0.0,13.6,0.7,5.6,0.7,6.0,0.1,0.7,0.2,7.7,1.1,11.8,0.8,1.5,0.5,8.6,0.9,6.3,0.7,0.9394,0.7576,0.6061,0.4848,2.7879,0.8333,0.2576,0.1061,0.3182,0.0455,0.7273,0.0152,0.3788,0.5758,0.9545,0.5152,0.8636,0.697,0.7576,0.5909,0.8636,3.7727,0.9848,8.2424,0.697,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10053.0,694.0,11.6,0.8,91621.0,"(-79.08754763769882, 40.652069744721594)",0.23009050773668957,2.2776166101416293
0500000US42103,42,PENNSYLVANIA,PA,Pike,42103,"Pike County, Pennsylvania",544.96036634,56883.0,0.0,38482.0,76.0,21183.0,646.0,5482.0,727.0,3616.0,422.0,27935.0,957.0,3840.0,461.0,10645.0,133.0,12114.0,13.0,8766.0,634.0,1339.0,244.7,10154.0,77.0,929.0,347.3,290.0,74.4,1298.0,224.0,273.0,102.0,1050.0,197.0,483.0,139.0,9.8,1.3,13.1,1.5,27935.0,957.0,9.5,1.1,18.7,0.2,21.3,0.0,15.5,1.1,6.3,1.1,17.9,0.1,1.7,0.6,0.8,0.2,3.4,0.6,1.3,0.5,5.0,0.9,0.8,0.2,0.0909,0.9697,0.2121,0.1818,1.4545,0.2727,0.6515,0.6212,0.5606,0.1515,1.9848,0.4091,0.8333,0.8182,1.6515,0.8333,0.0152,0.1818,0.7121,0.0758,0.0303,1.0152,0.0,6.1061,0.1818,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5845.0,729.0,10.3,1.3,43937.0,"(-75.03383369192754, 41.33199305388267)",0.15792849224250088,2.2857969464523196
0500000US42113,42,PENNSYLVANIA,PA,Sullivan,42113,"Sullivan County, Pennsylvania",449.93947726,6400.0,0.0,6304.0,70.0,2476.0,137.0,920.0,157.0,228.0,70.0,23418.0,1217.0,576.0,84.0,1656.0,27.0,892.0,47.0,1277.0,121.0,114.0,35.0,391.0,10.0,15.0,56.9,102.0,29.4,852.0,80.0,22.0,17.5,121.0,37.0,438.0,150.0,14.8,2.5,8.3,2.5,23418.0,1217.0,11.7,1.7,25.9,0.4,13.9,0.7,20.5,1.9,4.6,1.4,6.1,0.2,0.2,0.9,1.6,0.5,13.5,1.3,0.9,0.7,4.9,1.4,6.8,2.3,0.7121,0.697,0.6515,0.5455,2.6061,0.7424,1.0,0.0152,0.9848,0.0152,2.0152,0.4394,0.3939,0.1212,0.5152,0.2273,0.1061,0.8636,0.2727,0.0455,0.8939,2.1818,0.3182,7.3182,0.4545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,597.0,98.0,9.6,1.6,5229.0,"(-76.51223502446443, 41.446158441153905)",0.12626482062878874,1.5258920947147585
0500000US42127,42,PENNSYLVANIA,PA,Wayne,42127,"Wayne County, Pennsylvania",725.60425,51967.0,0.0,31795.0,218.0,19362.0,485.0,6255.0,740.0,1907.0,256.0,24132.0,779.0,4549.0,350.0,10240.0,96.0,9500.0,0.0,8494.0,529.0,1445.0,228.1,4457.0,5.0,246.0,102.9,208.0,59.5,2476.0,233.0,122.0,51.4,999.0,162.0,3824.0,528.0,13.0,1.5,8.2,1.0,24132.0,779.0,11.8,0.9,19.7,0.2,18.3,0.0,17.5,1.1,7.5,1.2,8.6,0.0,0.5,0.2,0.7,0.2,7.8,0.7,0.6,0.3,5.2,0.8,7.4,1.0,0.4545,0.6667,0.5152,0.5758,2.2121,0.5606,0.8939,0.0909,0.8485,0.3788,2.2121,0.6364,0.5758,0.5,1.0758,0.5909,0.0,0.5,0.0909,0.1212,0.9242,1.6364,0.0909,7.1364,0.3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5016.0,575.0,10.4,1.2,47393.0,"(-75.30327055291497, 41.648731021746485)",0.21012200636603598,2.6034632568498974
0500000US42017,42,PENNSYLVANIA,PA,Bucks,42017,"Bucks County, Pennsylvania",604.31969632,626205.0,0.0,246231.0,345.0,231959.0,1026.0,36276.0,2035.0,26962.0,1147.0,37910.0,427.0,28499.0,1112.0,97905.0,79.0,138420.0,58.0,64031.0,1454.0,13731.0,871.9,88084.0,446.0,8769.0,768.5,23165.0,825.5,5267.0,452.0,2631.0,311.5,9999.0,555.0,9469.0,834.0,5.9,0.3,7.8,0.3,37910.0,427.0,6.5,0.3,15.6,0.1,22.1,0.0,10.3,0.2,5.9,0.4,14.1,0.1,1.5,0.1,9.4,0.3,2.1,0.2,1.1,0.1,4.3,0.2,1.5,0.1,0.0,0.5152,0.0303,0.0,0.5455,0.0606,0.1818,0.7273,0.0455,0.1061,1.0606,0.0606,0.7424,0.7879,1.5303,0.7879,0.8788,0.0606,0.5,0.0152,0.1818,1.6364,0.0909,4.7727,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38933.0,1676.0,6.3,0.3,581583.0,"(-75.10678503894961, 40.33686782363749)",0.17074613326775623,2.1265574879544493
0500000US42027,42,PENNSYLVANIA,PA,Centre,42027,"Centre County, Pennsylvania",1109.92250895,156240.0,0.0,64043.0,505.0,57283.0,816.0,28344.0,1457.0,4100.0,484.0,25803.0,559.0,6292.0,440.0,18491.0,113.0,24462.0,19.0,14658.0,742.0,2983.0,433.2,20219.0,132.0,1336.0,373.7,11133.0,751.4,3564.0,321.0,1380.0,249.1,5932.0,488.0,16697.0,1170.0,20.3,1.0,5.3,0.6,25803.0,559.0,7.1,0.5,11.8,0.1,15.7,0.0,9.6,0.5,5.2,0.8,12.9,0.1,0.9,0.2,17.4,1.2,5.6,0.5,2.4,0.4,10.4,0.8,10.7,0.7,0.9848,0.0,0.3182,0.0606,1.3636,0.2121,0.0,0.0303,0.0303,0.0303,0.0909,0.0,0.7121,0.6212,1.3333,0.6515,1.0,0.3485,0.9848,0.9091,0.9394,4.1818,1.0,6.9697,0.3485,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,10654.0,731.0,7.0,0.5,195984.0,"(-77.81994541908851, 40.91930618578695)",0.3081253719687012,3.668856336118657
0500000US42041,42,PENNSYLVANIA,PA,Cumberland,42041,"Cumberland County, Pennsylvania",545.49811955,239420.0,0.0,101370.0,407.0,95835.0,762.0,19555.0,1626.0,7566.0,575.0,32179.0,565.0,14087.0,735.0,38909.0,121.0,48968.0,0.0,25544.0,963.0,6706.0,528.6,28029.0,239.0,2352.0,364.7,7704.0,555.2,4935.0,350.0,1017.0,229.2,5887.0,475.0,13238.0,957.0,8.7,0.7,5.9,0.4,32179.0,565.0,8.5,0.4,16.3,0.1,20.5,0.0,11.0,0.4,7.0,0.5,11.7,0.1,1.0,0.2,7.6,0.5,4.9,0.3,1.1,0.2,6.1,0.5,5.5,0.4,0.0455,0.0758,0.0758,0.1212,0.3182,0.0303,0.2879,0.4545,0.0606,0.2424,1.0455,0.0455,0.697,0.6818,1.3788,0.6667,0.8485,0.303,0.3788,0.2273,0.7576,2.5152,0.5152,5.2576,0.1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16905.0,1301.0,7.3,0.6,260453.0,"(-77.26553290628969, 40.163625242965985)",0.15068533574023402,2.360475468512366
0500000US42047,42,PENNSYLVANIA,PA,Elk,42047,"Elk County, Pennsylvania",827.36318153,31584.0,0.0,17542.0,96.0,13375.0,298.0,3214.0,434.0,881.0,192.0,24071.0,726.0,2131.0,216.0,6218.0,33.0,6333.0,72.0,4623.0,311.0,1054.0,172.6,707.0,59.0,33.0,86.0,378.0,93.4,1228.0,174.0,29.0,31.1,951.0,177.0,391.0,184.0,10.3,1.4,5.6,1.2,24071.0,726.0,9.2,0.9,19.7,0.1,20.1,0.2,14.8,1.0,7.9,1.3,2.2,0.2,0.1,0.3,2.2,0.5,7.0,1.0,0.2,0.2,7.1,1.3,1.2,0.6,0.1364,0.0303,0.5303,0.1515,0.8485,0.1061,0.8939,0.3333,0.4545,0.5,2.1818,0.6212,0.0,0.0152,0.0152,0.0,0.1818,0.4394,0.0152,0.3636,0.0606,1.0606,0.0152,4.1061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.0,383.0,6.7,1.2,31955.0,"(-78.64914529419814, 41.42523799604195)",0.2321495745544442,2.5926184930863654
0500000US42051,42,PENNSYLVANIA,PA,Fayette,42051,"Fayette County, Pennsylvania",790.33852831,135376.0,0.0,62810.0,204.0,53987.0,639.0,25018.0,1424.0,5609.0,541.0,21319.0,408.0,13590.0,717.0,25119.0,80.0,26768.0,77.0,24281.0,989.0,4487.0,381.9,10083.0,53.0,295.0,148.5,2034.0,233.4,7719.0,463.0,1042.0,241.5,4861.0,388.0,4599.0,455.0,19.0,1.1,9.5,0.9,21319.0,408.0,13.9,0.7,18.6,0.1,19.8,0.1,18.4,0.8,8.3,0.7,7.4,0.0,0.2,0.1,3.2,0.4,12.3,0.7,1.9,0.4,9.0,0.7,3.4,0.3,0.9697,0.9242,0.9394,0.7879,3.6212,0.9848,0.6061,0.2576,0.9394,0.6818,2.4848,0.8182,0.5455,0.0909,0.6364,0.2727,0.4242,0.7727,0.9242,0.6818,0.5455,3.3485,0.9091,10.0909,0.9848,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,13927.0,877.0,10.5,0.7,120831.0,"(-79.64734916830601, 39.919891897744954)",0.21780690077808593,2.585667952425432
0500000US42067,42,PENNSYLVANIA,PA,Juniata,42067,"Juniata County, Pennsylvania",391.35025862,24793.0,0.0,10998.0,61.0,9329.0,176.0,3027.0,385.0,867.0,116.0,22134.0,768.0,3082.0,251.0,4629.0,46.0,5720.0,21.0,3529.0,268.0,523.0,80.6,1157.0,11.0,290.0,98.8,302.0,101.2,1346.0,150.0,192.0,62.6,673.0,115.0,317.0,129.0,12.4,1.6,7.3,1.0,22134.0,768.0,17.9,1.5,18.7,0.2,23.1,0.1,14.4,1.1,5.6,0.9,4.7,0.0,1.2,0.4,2.7,0.9,12.2,1.4,2.1,0.7,7.2,1.2,1.3,0.5,0.3636,0.3485,0.8939,0.9545,2.5606,0.7121,0.6515,0.9242,0.3636,0.0606,2.0,0.4242,0.2879,0.7273,1.0152,0.5455,0.303,0.7576,0.9697,0.3788,0.1061,2.5152,0.5152,8.0909,0.6364,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3706.0,401.0,15.1,1.6,19700.0,"(-77.40217057481107, 40.531056534215125)",0.10832172622161458,2.0785767364940098
0500000US42089,42,PENNSYLVANIA,PA,Monroe,42089,"Monroe County, Pennsylvania",608.32689878,168342.0,0.0,80569.0,141.0,57661.0,1040.0,20716.0,2064.0,11912.0,954.0,25266.0,522.0,11409.0,845.0,23393.0,140.0,37665.0,70.0,22962.0,1313.0,5687.0,554.9,51954.0,229.0,2679.0,556.1,1494.0,245.7,2941.0,394.0,894.0,255.0,2986.0,301.0,2889.0,378.0,12.5,1.2,13.7,1.1,25266.0,522.0,10.2,0.8,13.9,0.1,22.4,0.0,13.7,0.8,9.9,0.9,30.9,0.1,1.7,0.3,1.9,0.3,3.7,0.5,1.6,0.4,5.2,0.5,1.7,0.2,0.3788,0.9848,0.4091,0.2576,2.0303,0.5,0.0455,0.803,0.3333,0.9091,2.0909,0.5152,0.9545,0.803,1.7576,0.8939,0.1364,0.197,0.8333,0.1212,0.2273,1.5152,0.0303,7.3939,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20334.0,1392.0,12.2,0.8,167627.0,"(-75.33946361805795, 41.05805591721487)",0.17122087390581345,2.1156978471077927
0500000US42095,42,PENNSYLVANIA,PA,Northampton,42095,"Northampton County, Pennsylvania",369.67129387,299225.0,0.0,120787.0,373.0,112790.0,762.0,28378.0,1461.0,12699.0,621.0,30116.0,513.0,21755.0,991.0,49255.0,40.0,63429.0,0.0,37301.0,1184.0,9121.0,608.5,61219.0,245.0,5374.0,562.4,7636.0,540.9,3187.0,364.0,1275.0,243.3,9063.0,549.0,11013.0,926.0,9.8,0.5,8.2,0.4,30116.0,513.0,10.6,0.5,16.5,0.1,21.2,0.0,12.6,0.4,8.1,0.5,20.5,0.1,1.9,0.2,6.3,0.4,2.6,0.3,1.1,0.2,8.0,0.5,3.7,0.3,0.0909,0.6667,0.1212,0.3182,1.197,0.1818,0.303,0.6061,0.197,0.5909,1.697,0.2424,0.8788,0.8636,1.7424,0.8636,0.7576,0.1061,0.4848,0.5152,0.5758,2.4394,0.4394,7.0758,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24831.0,1556.0,8.4,0.5,277614.0,"(-75.30739465621373, 40.75422315728986)",0.10423395292933434,1.7890576083541052
0500000US42129,42,PENNSYLVANIA,PA,Westmoreland,42129,"Westmoreland County, Pennsylvania",1027.56049364,362587.0,0.0,168299.0,433.0,151489.0,927.0,36593.0,2035.0,11951.0,676.0,28654.0,357.0,20598.0,852.0,71243.0,52.0,69915.0,0.0,51875.0,1527.0,10704.0,597.7,20067.0,110.0,976.0,205.1,8560.0,564.8,9698.0,530.0,704.0,161.3,11804.0,688.0,8506.0,930.0,10.3,0.6,6.5,0.4,28654.0,357.0,7.8,0.3,19.6,0.1,19.3,0.0,14.5,0.4,7.1,0.4,5.5,0.0,0.3,0.1,5.1,0.3,5.8,0.3,0.5,0.1,7.8,0.4,2.3,0.3,0.1364,0.1515,0.1667,0.0909,0.5455,0.0758,0.8788,0.197,0.4091,0.2727,1.7576,0.2879,0.3485,0.1667,0.5152,0.2273,0.6515,0.3788,0.0455,0.4848,0.3182,1.8788,0.1515,4.697,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24425.0,1292.0,6.8,0.4,343341.0,"(-79.4669632667314, 40.31072438489062)",0.284300082871528,3.496958938912453
0500000US42101,42,PENNSYLVANIA,PA,Philadelphia,42101,"Philadelphia County, Pennsylvania",134.10883316,1546920.0,0.0,669642.0,953.0,580297.0,2587.0,401219.0,7916.0,109054.0,2806.0,22542.0,229.0,187542.0,3062.0,189666.0,40.0,345322.0,201.0,239492.0,3728.0,73161.0,1714.5,986913.0,785.0,80062.0,2497.1,94124.0,1664.7,1361.0,297.0,14260.0,851.3,190161.0,2538.0,50720.0,2361.0,26.7,0.5,14.9,0.4,22542.0,229.0,18.6,0.3,12.3,0.1,22.3,0.0,15.6,0.2,12.6,0.3,63.8,0.1,5.6,0.2,14.1,0.2,0.2,0.1,2.5,0.1,32.8,0.4,3.3,0.2,1.0,1.0,0.8485,1.0,3.8485,1.0,0.0152,0.7727,0.5909,1.0,2.3788,0.7727,1.0,1.0,2.0,1.0,0.9697,0.0,1.0,1.0,0.5303,3.5,0.9545,11.7273,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,9.0,216348.0,4371.0,14.1,0.3,1678941.0,"(-75.13398332643112, 40.00761858073972)",0.03899170734252915,1.2277050614269482
0500000US42071,42,PENNSYLVANIA,PA,Lancaster,42071,"Lancaster County, Pennsylvania",943.81353663,526839.0,0.0,204772.0,455.0,194503.0,859.0,54151.0,2629.0,18422.0,1014.0,26892.0,305.0,54389.0,1361.0,82525.0,61.0,128700.0,0.0,57894.0,1246.0,13847.0,814.8,84828.0,193.0,10649.0,764.2,14902.0,767.4,7838.0,503.0,3274.0,366.9,18465.0,806.0,14207.0,1117.0,10.6,0.5,6.7,0.4,26892.0,305.0,15.7,0.4,15.7,0.1,24.4,0.0,11.1,0.2,7.1,0.4,16.1,0.0,2.2,0.2,7.3,0.4,3.8,0.2,1.7,0.2,9.5,0.4,2.7,0.2,0.2121,0.2121,0.2879,0.9242,1.6364,0.3485,0.197,1.0,0.0909,0.2879,1.5758,0.197,0.8182,0.9242,1.7424,0.8636,0.8182,0.2121,0.8636,0.803,0.4545,3.1515,0.8485,8.1061,0.6515,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68374.0,2551.0,13.2,0.5,518616.0,"(-76.24772256246003, 40.04243325092612)",0.26888128391801625,2.5509259026637174
0500000US42003,42,PENNSYLVANIA,PA,Allegheny,42003,"Allegheny County, Pennsylvania",730.07546599,1229172.0,0.0,589211.0,930.0,527445.0,2332.0,154639.0,3326.0,49708.0,1375.0,32378.0,279.0,57855.0,1493.0,208247.0,8.0,237500.0,0.0,158019.0,2224.0,40107.0,1170.9,246202.0,361.0,9380.0,906.0,73251.0,1575.7,4721.0,408.0,3589.0,374.4,73552.0,1323.0,35721.0,1933.0,12.9,0.3,7.6,0.2,32378.0,279.0,6.6,0.2,16.9,0.1,19.3,0.0,13.0,0.2,7.6,0.2,20.0,0.0,0.8,0.1,12.4,0.3,0.8,0.1,0.7,0.1,13.9,0.2,2.9,0.2,0.4394,0.4697,0.0606,0.0303,1.0,0.1364,0.3485,0.2121,0.2424,0.4242,1.2273,0.1212,0.8636,0.6061,1.4697,0.7121,0.9545,0.0303,0.1212,0.9848,0.4848,2.5758,0.5606,6.2727,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,90813.0,2423.0,7.5,0.2,1436254.0,"(-79.98119383156696, 40.468829563496605)",0.2047497742238199,2.244105670452992
